ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
GHM,GHM.AX,Golden Horse Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Golden Horse Minerals Limited operates as a gold exploration company that is engaged in the acquisition, exploration, and development of mineral projects in Western Australia. It primarily explores for gold, nickel, and lithium exploration. Its flagship project is the Hopes Hill project located in Perth, Western Australia. The company was formerly known as Altan Rio Minerals Limited and changed its name to Golden Horse Minerals Limited in July 2023. Golden Horse Minerals Limited is based in Vancouver, Canada.",,https://goldenhorseminerals.com,Canada,Vancouver,BC,0.54,95941112,177668726,180533491,349261,459905,,,-6444919,0.0,0.0,0.0,43664500,0,0.32139,0.19590001,2,4059767.0,2310590.0,1749177.0,-938124.0,-380225.0,-961840.0,2023,,7247217.0,7247217.0,9624012.0,1933580.0,313797.0,8440561.0,2023,-718671.0,2362449.0,236585.0,-482086.0,,2023,ok,,2026-09-02T10:15:07
GIB,GIB.AX,Gibb River Diamonds Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Gibb River Diamonds Limited engages in the mineral exploration business. The company explores for diamond, gold, uranium, phosphate, zinc, and lead deposits. It holds 100% interests in the Ellendale Diamond project and the Edjudina Gold project located in Western Australia; the Erongo and Kunene projects that consist of six exclusive prospecting licenses (EPLs) covering an area of approximately 1,828 square kilometers located in Namibia; and the Highland Plains Phosphate project, including one granted exploration lease covering an area of approximately 36.9 square kilometers located in the Northern Territory, Australia. The company was formerly known as POZ Minerals Limited and changed its name to Gibb River Diamonds Limited in November 2018. Gibb River Diamonds Limited was incorporated in 2008 and is based in West Perth, Australia.",,https://www.gibbriverdiamonds.com,Australia,West Perth,WA,0.033,7078811,214509445,113020736,70117,80502,-0.339,743,-985420,1.0,-606.72845,0.0,269455,0,0.47312,0.0,,,,,-1441694.0,-1506160.0,-1586093.0,2024,,202043.0,417259.0,2047098.0,1737232.0,28267.0,1683173.0,2024,-9822.0,,,-1167442.0,,2024,ok,,2026-09-02T10:15:10
GL1,GL1.AX,Global Lithium Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Global Lithium Resources Limited engages in the evaluation, exploration, and development of lithium resources in Australia. The company primarily holds 100% interests in the Manna lithium project located in the Goldfields region, Western Australia; and the Marble Bar lithium project situated in the Pilbara region, Western Australia. Global Lithium Resources Limited was incorporated in 2018 and is based in West Perth, Australia.",,https://globallithium.com.au,Australia,West Perth,WA,0.7,194246384,277494839,150087669,544222,352916,0.645,2429564,102626,1.0,0.20632,-0.01657,21977900,1273517,0.45137,0.00527,3,588861.0,,588861.0,-3998181.0,-6111240.0,-4369519.0,2024,,139600144.0,139968968.0,194510359.0,51615842.0,823657.0,166278971.0,2024,-205224.0,35251.0,,-34353861.0,,2024,ok,,2026-09-02T10:15:13
GLN,GLN.AX,Galan Lithium Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Galan Lithium Limited engages in the exploration, evaluation, and development of lithium properties. Its flagship properties are the 100% owned Hombre Muerto West (HMW) project located in the Hombre Muerto basin Argentina; and the Candelas project that comprises 14 exploration permits covering an area of approximately 24,000 hectares situated in Argentina. Galan Lithium Limited was formerly known as Dempsey Minerals Limited and changed its name to Galan Lithium Limited in August 2018. Galan Lithium Limited was incorporated in 2011 and is based in West Perth, Australia.",,https://galanlithium.com.au,Australia,West Perth,WA,0.41,519690016,1267536631,770446010,4164726,4496874,0.888,6140,-8965193,1.0,-1467.0391,0.0,14907460,362188,0.32909,0.03921,1,,,,-9015141.0,-9270314.0,-9505462.0,2024,15283512.0,167869388.0,176579129.0,174260361.0,4334457.0,605717.0,159842363.0,2024,-74748326.0,38698400.0,,-77523941.0,,2024,ok,,2026-09-02T10:15:15
GMD,GMD.AX,Genesis Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Genesis Minerals Limited engages in the gold mining, project development, and exploration activities in Western Australia. Its flagship project is the Tower Hill project located in Leonora district. The company also offers mining services, such as open pit mining, mobile fleet and asset management, development, rehabilitation, and ancillary services. Genesis Minerals Limited was incorporated in 2007 and is based in Perth, Australia.",799,https://www.genesisminerals.com.au,Australia,Perth,WA,7.93,9306177536,1173540674,1089771823,7160604,8535898,1.229,1742345984,945051008,0.48716998,0.47082,0.34537998,488335008,302843008,0.06696,0.59248,11,1742346000.0,725386000.0,1016960000.0,963611000.0,787074000.0,601763000.0,2026,61198000.0,2215337000.0,2670200000.0,2892927000.0,488335000.0,302843000.0,2077627000.0,2026,-326793000.0,538000.0,,608454000.0,,2026,ok,,2026-09-02T10:15:17
GML,GML.AX,Gateway Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Gateway Mining Limited acquires, explores, and develops mineral resource properties in Western Australia. The company explores for gold and base metal deposits. Its flagship project is the 100% owned Yandal gold project, which covers an area of 1,780 square kilometers located in the eastern flank of the Yandal Greenstone Belt in the northeastern Yilgarn of Western Australia. Gateway Mining Limited was incorporated in 1957 and is based in Mount Pleasant, Australia.",,https://www.gatewaymining.com.au,Australia,Mount Pleasant,WA,0.086,199762096,2322814859,1393456634,1623170,1950702,1.643,-3960747,-5717788,0.0,-67.18852,0.0,19385146,163631,0.43682,0.02249,,,,,-1623487.0,-1685865.0,-1666569.0,2024,,26257894.0,26483309.0,28380165.0,1402795.0,120567.0,26243073.0,2024,-2170613.0,2547878.0,,-3237363.0,,2024,ok,,2026-09-02T10:15:20
GMN,GMN.AX,Gold Mountain Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Gold Mountain Limited engages in the acquisition, exploration, and development of mineral properties in Australia and Brazil. The company explores for gold, lithium, copper, niobium, rare earth elements, molybdenum, and other precious and base metal deposits. Its flagship property is the Down Under Rare Earths Project located in Jequié Region, Brazil. The company was formerly known as Commissioners Gold Limited and changed its name to Gold Mountain Limited in December 2014. Gold Mountain Limited was incorporated in 2005 and is based in Cottesloe, Australia.",,https://goldmountainltd.com.au,Australia,Cottesloe,WA,0.067,20406146,304569330,129812071,75170,40516,1.333,76924,-1581997,1.0,-50.77863,0.0,1447301,0,0.27308,0.0,,,,,-1541504.0,-1550248.0,-3953446.0,2024,,14709925.0,15344061.0,15855109.0,865503.0,,15667105.0,2024,-3830330.0,4919038.0,,-5355108.0,,2024,ok,,2026-09-02T10:15:22
GNG,GNG.AX,GR Engineering Services Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"GR Engineering Services Limited provides engineering, process control, automation, and construction services to the mining and mineral processing industries in Australia and internationally. The company operates through Mineral Processing and Oil & Gas segments. It also offers feasibility studies, such as scoping, pre-feasibility, and definitive level studies, as well as study work and services that include front end engineering design, operations and process optimization, due diligence reviews, asset management system development and monitoring, risk evaluation and hazard/operability studies, technology evaluation and trade-off studies, and refurbishment assessments. In addition, the company provides design and construction of minerals processing facilities and related infrastructure for green fields or brownfield projects, including plant modifications, and upgrades, and expansions; plant evaluation and condition reports; plant operations, and maintenance support and optimization; and plant relocation, refurbishment, and recommissioning, as well as offers owners representatives and teams for project management and delivery. Further, it provides project management services comprising project studies, engineering and procurement, construction and commissioning, operations and technical support, and infrastructure development services. Additionally, the company offers design and construction services comprising of civil, structural, mechanical, piping, electrical, instrumentation/control design, site structural, electrical construction, and installation works; and consulting services. GR Engineering Services Limited was founded in 1986 and is based in Ascot, Australia.",,https://www.gres.com.au,Australia,Ascot,WA,6.29,1083641856,172280116,82247578,259849,326664,0.492,493163776,58166308,0.54414004,0.10873,0.07915,87936704,10158121,0.51701,0.04093,1,493163782.0,224812160.0,268351622.0,61476587.0,53929437.0,39032701.0,2026,,16886232.0,49244664.0,261776775.0,87936702.0,10158121.0,76596548.0,2026,-3241502.0,,,59419999.0,,2026,ok,,2026-09-02T10:15:24
GNM,GNM.AX,Great Northern Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Great Northern Minerals Limited engages in the exploration and development of mineral properties in Australia and Finland. It explores for lithium, gold, and copper deposits. The company holds interests in the Finland lithium properties comprising the Sukula project that covers approximately 174.3 square kilometers and the Kuusisuo project that consists of approximately 362 square kilometers. It also holds interests in the Douglas Creek project situated in north Queensland Australia. The company was formerly known as Greenpower Energy Limited and changed its name to Great Northern Minerals Limited in October 2019. Great Northern Minerals Limited was incorporated in 1899 and is based in Perth, Australia.",,https://www.greatnorthernminerals.com.au,Australia,Perth,WA,0.038,18765860,493838444,341251901,472921,327768,2.023,,-4927228,0.0,0.0,0.0,2821131,0,0.27694,0.0,,,,,-607459.0,-1132894.0,-615539.0,2025,,20924.0,66227.0,1408522.0,1292724.0,11670.0,1351213.0,2025,-11608.0,2000.0,,-744321.0,,2024,ok,,2026-09-02T10:15:27
GPR,GPR.AX,Geopacific Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Geopacific Resources Limited engages in the exploration and development of gold deposits in Papua New Guinea. The company holds a 100% interest in the Woodlark gold project covering an area of approximately 529 square kilometers, located in Woodlark Island, Papua New Guinea. Geopacific Resources Limited was incorporated in 1986 and is headquartered in Claremont, Australia.",,https://geopacific.com.au,Australia,Claremont,WA,0.035,112202840,3205795329,1116931151,408963,564270,0.282,1127223,-4670753,1.0,-2.3446898,0.0,9630616,77890,0.61621,0.18855,,,,,-4448409.0,-6630564.0,-4835685.0,2025,21703724.0,75253706.0,113810779.0,98927109.0,9630616.0,77890.0,92901341.0,2023,-12920670.0,38582359.0,,-16182375.0,,2025,ok,,2026-09-02T10:15:29
GR8,GR8.AX,Great Dirt Resources Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Great Dirt Resources Ltd primarily focuses on the exploration of battery-grade manganese and lithium in Australia. It holds interests in the Doherty and Basin Manganese projects covering an area of 168 square kilometers located on the north of Tamworth in northern New South Wales; Nullagine project that consists of 68 and 29 blocks covering an area of 311 square kilometers situated in the Shire of East Pilbara, Western Australia; and Pilbara project, which includes 21 contiguous blocks covering an area of 67 square kilometers located in the Pilbara region, Western Australia. The company was incorporated in 2023 and is based in Perth, Australia.",,https://greatdirt.com.au,Australia,Perth,WA,0.72,35527236,49343383,27858055,12211,13993,2.311,,-449942,0.0,0.0,0.0,2550875,19717,0.26610002,0.02711,,,,,-360816.0,-543344.0,-428424.0,2025,,1554255.0,1569115.0,4273274.0,2669691.0,38117.0,4163000.0,2025,-501686.0,33751.0,,-822379.0,,2025,ok,,2026-09-02T10:15:32
GRE,GRE.AX,GreenTech Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"GreenTech Metals Limited engages in the exploration, development, and evaluation of mineral properties in Western Australia. The company explores for nickel, copper, zinc, gold, lithium, cobalt, platinum group element, and base metal deposits. GreenTech Metals Limited was incorporated in 2021 and is based in West Perth, Australia.",,https://greentechmetals.com,Australia,West Perth,WA,0.056,20972166,374502954,124914547,658101,813700,1.045,2017,6390725,1.0,-3492.824,0.0,3002566,0,0.27433002,0.0035100002,,,,,-4978460.0,-5019324.0,-4986847.0,2024,,15736172.0,15736172.0,17715304.0,1822018.0,,17257572.0,2024,-2477631.0,4301766.0,,-4307129.0,,2024,ok,,2026-09-02T10:15:34
GRR,GRR.AX,Grange Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Steel,steel,"Grange Resources Limited owns and operates integrated iron ore mining and pellet production business in Australia, China, South Korea, Indonesia, and internationally. The company is involved in the mining, processing, sale of iron ore, exploration, evaluation, and development of mineral resources. It owns interest in the Savage River project located in 100km southwest of the city of Burnie; the Pellet Plant project situated in Port Latta located to the 70Km northwest of Burnie; and the Southdown magnetite project located 90km from Albany Western Australia Great Southern region. Grange Resources Limited was incorporated in 1985 and is based in Burnie, Australia.",,https://www.grangeresources.com.au,Australia,Burnie,TAS,0.132,152768720,1157338698,557675225,923927,516014,0.931,477854016,106411000,0.13557,0.16046,0.09752,275148992,176000,0.52807,0.13583,,477854000.0,364506000.0,113348000.0,117046000.0,55078000.0,46600000.0,2025,38769000.0,807331000.0,1890665000.0,1395487000.0,94549000.0,176000.0,1108155000.0,2025,-154429000.0,,,-21915000.0,,2025,ok,,2026-09-02T10:15:37
GRS,GRS.AX,Gwardar Resources Limited,ASX,EQUITY,AUD,,Basic Materials,Gold,gold,"Gwardar Resources Limited focuses on acquiring, exploring, and developing mineral resource projects in Australia. The company operates the Doolgunna Project, which comprises copper-gold mineralization in the Murchison region of Western Australia, and the Kurnalpi Project, a gold and nickel province in the Eastern Goldfields of Western Australia. The company was incorporated in 2025 and is based in Perth, Australia.",,https://www.gwardar.com.au,Australia,Perth,WA,0.49,16170049,33000100,,80505,13508,,,,0.0,0.0,0.0,,,0.82677,0.068390004,,,,,,,,,,,,,,,,,,,,,,,ok,,2026-09-02T10:15:39
GRX,GRX.AX,GreenX Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Copper,copper,"GreenX Metals Limited engages in the exploration and evaluation of mineral properties in Greenland and Germany. The company explores for copper, antimony, and gold. It holds interests in the Tannenberg Project that covers an area of 1,900 square kilometers located in Germany; and Eleonore North Gold Project located in Eastern Greenland. The company also holds interests in the Arctic rift copper project, which covers approximately 5,774 square kilometers located in North Eastern Greenland. The company was incorporated in 1957 and is based in Perth, Australia. GreenX Metals Limited operates as a subsidiary of BNP Paribas Nominees PTY Ltd Acf Clearstream.",,https://greenxmetals.com,Australia,Perth,WA,1.04,324746752,312256505,220469989,79638,137505,0.989,272350,-8410929,1.0,-95.22394,0.0,2529370,729881,0.08606,0.16806999,1,244867.0,,,-3223901.0,-3223901.0,-6014885.0,2025,,10681130.0,2299986.0,18285943.0,6826337.0,0.0,14328365.0,2025,-787493.0,4628036.0,,-4344760.0,,2025,ok,,2026-09-02T10:15:42
GSM,GSM.AX,Golden State Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Golden State Mining Limited, through its subsidiaries, engages in the acquisition, exploration, evaluation, and investment of mineral properties in Australia. The company explores for gold, lithium, nickel, copper, base metal, and rare earth element deposits. Golden State Mining Limited was incorporated in 2017 and is based in Ardross, Australia.",,https://goldenstatemining.com.au,Australia,Ardross,WA,0.012,5789583,482465280,266024586,356625,234586,0.757,,-1077082,0.0,0.0,0.0,1511618,0,0.43545,0.01036,,,,,-2780637.0,-2801037.0,-2701661.0,2024,,16147.0,83683.0,1937047.0,1890756.0,,1508689.0,2024,-682.0,2765050.0,,-2776354.0,,2024,ok,,2026-09-02T10:15:45
GSN,GSN.AX,Great Southern Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Great Southern Mining Limited primarily engages in the exploration and evaluation of mineral properties in Australia. The company explores for gold, silver, nickel, copper, and other minerals. It holds a portfolio of projects located in Western Australia and Queensland. The company was incorporated in 2011 and is based in Balcatta, Australia.",,https://gsml.com.au,Australia,Balcatta,WA,0.026,30404772,1169414290,485832443,1734741,1272530,0.888,2434670,-2027681,1.0,-0.5375,0.17424999,3012434,49072,0.51213,0.04202,,,,,-1969646.0,-1860357.0,-1991711.0,2024,,12428984.0,13008138.0,13720315.0,1110589.0,155038.0,13251223.0,2024,-1463868.0,2248938.0,,-2767602.0,,2024,ok,,2026-09-02T10:15:47
GT1,GT1.AX,Green Technology Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Green Technology Metals Limited engages in the mineral exploration and development business in Canada. Its flagship project is the Seymour project that covers an area of approximately 15,140 hectares located in Thunder Bay. The company was incorporated in 2021 and is headquartered in Subiaco, Australia.",,https://www.greentm.com.au,Australia,Subiaco,WA,0.017,20417466,1201027348,501260121,2149966,1319721,-0.174,283063,-4409264,1.0,-51.08438,0.0,1655683,92655,0.17825001,0.11135,1,,,,-4943673.0,-8056132.0,-7170198.0,2024,,96319225.0,96915055.0,104167846.0,6407949.0,522190.0,95132970.0,2024,-27790406.0,14606742.0,,-33421417.0,,2024,ok,,2026-09-02T10:15:49
GT3,GT3.AX,Green360 Technologies LImited,ASX,EQUITY,AUD,AUD,Industrials,Conglomerates,conglomerates,"Green360 Technologies Limited operates as a hydrous kaolin producer and exploration company in Australia, New Zealand, Asia, and internationally. The company also explores for silica sand deposits. Its products are used in adhesive, ink, paint, paper and board, pharmaceutical, and rubber applications. In addition, the company provides low carbon cement. The company was formerly known as Suvo Strategic Minerals Limited and changed its name to Green360 Technologies Limited in March 2025. Green360 Technologies LImited is based in Pittong, Australia.",,https://g360tech.au,Australia,Pittong,VIC,0.028,37067340,1323833588,915053505,1028990,426527,0.967,12698224,-3836396,0.06537,-0.4001,-0.34076,2649418,1304747,0.25154,0.09466,,12252427.0,11982037.0,270390.0,-6977760.0,-7801401.0,-7635544.0,2024,,10229091.0,12105910.0,19115073.0,3126425.0,1653762.0,12026994.0,2024,-1420441.0,4507250.0,,-4343790.0,,2024,ok,,2026-09-02T10:15:52
GTE,GTE.AX,Great Western Exploration Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Great Western Exploration Limited, together with its subsidiaries, engages in the exploration of mineral properties in Australia. It operates through Mineral Exploration, and Finance and Administration segments. The company primarily explores for gold, copper, and base metal deposits. It owns 100% interest in the Yerrida North Project located in the western portion of the Yerrida basin; Lake Way Potash project located in the 50km south-east from Wiluna; and Fairbairn Copper project located in 900km north-east of Perth and 120km north-east from Sandfire resources. The company was incorporated in 2007 and is based in Perth, Australia.",,https://greatwesternexploration.com.au,Australia,Perth,WA,0.011,8553504,777591259,365988114,737229,368159,0.686,203481,-679358,1.0,-30.557209,0.0,1278824,0,0.3466,0.0,,,,,-5893227.0,-5912103.0,-5727631.0,2025,,9511328.0,9581690.0,13557692.0,2696301.0,,13200295.0,2025,-3721599.0,6080000.0,,-4374899.0,,2025,ok,,2026-09-02T10:15:55
GUL,GUL.AX,Gullewa Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Gullewa Limited engages in the exploration, evaluation, and mining of mineral properties in Australia. The company operates in three segments: Exploration and Evaluation; Property Holding; and Investments. It explores for gold and base metal deposits. The company is also involved in land subdivision activity; acquires investment properties for development; and invests in shares of listed and unlisted entities, as well as involves in mineral royalties. Gullewa Limited was incorporated in 1953 and is based in Sydney, Australia.",,https://gullewa.com.au,Australia,Sydney,NSW,0.072,15697596,218022172,69693276,109471,168711,0.52,4508331,2615550,1.0,0.63019,0.36358002,11279745,0,0.70108,0.0,,,,,-1703690.0,-1711025.0,2194157.0,2024,,35368.0,37709.0,19937129.0,8551017.0,,19452140.0,2024,-1980.0,252000.0,,2159907.0,,2024,ok,,2026-09-02T10:15:57
GW1,GW1.AX,Greenwing Resources Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Greenwing Resources Ltd engages in the exploration, development, and maintenance of its graphite mines, polymetallic projects, and lithium assets in Madagascar, Australia, and Argentina. The company operates through the Graphite Mining and Exploration  Lithium segments. It primarily explores for lithium and graphite. The company was formerly known as Bass Metals Limited and changed its name to Greenwing Resources Ltd in July 2021. Greenwing Resources Ltd was incorporated in 2004 and is based in Brisbane, Australia.",,https://www.greenwingresources.com,Australia,Brisbane,QLD,0.1,51704492,517044933,253059329,968547,1037387,-0.437,,-1748539,0.0,0.0,0.0,925214,309497,0.29931,0.0,,,,,-1269846.0,-1439300.0,-1991322.0,2024,,11060829.0,13606441.0,24892743.0,708672.0,465902.0,16481969.0,2024,-795873.0,2261382.0,,-1683499.0,,2024,ok,,2026-09-02T10:16:00
GWR,GWR.AX,GWR Group Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Steel,steel,"GWR Group Limited explores for, evaluates, and develops mining projects in Australia. The company explores for magnesite, tungsten, and gold deposits. It holds a 70% interest in the Prospect Ridge Magnesite project located in Northwest Tasmania. The company was formerly known as Golden West Resources Limited and changed its name to GWR Group Limited in December 2013. GWR Group Limited was incorporated in 2002 and is based in West Perth, Australia.",,https://www.gwrgroup.com.au,Australia,West Perth,WA,0.155,50450044,325484155,222071831,513638,453497,0.915,1584074,-881833,1.0,-1.09315,-0.39736998,36130556,0,0.34108,0.0,,,,,-2490965.0,-2527567.0,-21120153.0,2024,,1307894.0,3359494.0,41759361.0,27016412.0,571625.0,39439267.0,2024,-3150.0,2000000.0,,-3128596.0,,2024,ok,,2026-09-02T10:16:03
HAR,HAR.AX,Haranga Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Haranga Resources Limited engages in the exploration of gold and uranium projects in Senegal. The company holds interest in the Saraya uranium project that covers an area of approximately 1,650 square kilometers located in East Senegal; Lincoln Comet Project located in the California; and Ibel South Gold Project located in Senegal. Haranga Resources Limited was incorporated in 2009 and is headquartered in Victoria Park, Australia.",,https://haranga.com,Australia,Victoria Park,WA,0.079,35789920,453036975,312129420,892949,633146,0.131,18967,-7086949,1.0,-325.03964,0.0,12387469,1986455,0.43298998,0.0,1,,,,-2899342.0,-2899342.0,-2576908.0,2024,,2213370.0,2300619.0,2265364.0,10069.0,350000.0,1889001.0,2024,-73903.0,2671840.0,,-2268271.0,,2022,ok,,2026-09-02T10:16:05
HAS,HAS.AX,Hastings Technology Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Hastings Technology Metals Limited, together with its subsidiaries, engages in the exploration and evaluation of mineral deposits in Australia. The company explores for rare earth, neodymium, praseodymium, and niobium minerals. Its flagship property is the 100% owned Yangibana project that consists of 22 tenements/exploration licenses and 13 mining leases covering an area of 590 square kilometers located in the Gascoyne region of Western Australia. The company was formerly known as Hastings Rare Metals Limited and changed its name to Hastings Technology Metals Limited in October 2015. Hastings Technology Metals Limited was incorporated in 2006 and is based in Perth, Australia.",,https://hastingstechmetals.com,Australia,Perth,WA,0.28,65608792,234317116,190446184,265550,109378,0.496,-1977439,-6817973,0.0,-33.913612,0.0,4925067,5611110,0.14633,0.014579999,2,,,,1942126.0,-6280144.0,-33791694.0,2024,213269625.0,371852013.0,377128005.0,480003285.0,17890044.0,169302981.0,296416650.0,2024,-89391515.0,17158082.0,,-99041955.0,,2024,ok,,2026-09-02T10:16:08
HAV,HAV.AX,Havilah Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Havilah Resources Limited, together with its subsidiaries, engages in the exploration and evaluation of mineral exploration tenements and mining leases in Australia. The company explores for copper, gold, cobalt, uranium, tungsten, molybdenum, and iron ore deposits, as well as rare earth elements. Its flagship properties are the Grants and Maldorky iron ore, the Kalkaroo gold-copper-cobalt, and the Mutooroo copper-cobalt projects located in northeastern South Australia. Havilah Resources Limited was founded in 1996 and is based in Kent Town, Australia.",,https://www.havilah-resources.com.au,Australia,Kent Town,SA,0.77,272520256,353922407,215011401,334992,185741,0.476,,-1851101,0.0,0.0,0.0,731518,74381,0.466,0.07896,,,,,-3044543.0,-2696424.0,-3283491.0,2025,,29717836.0,34029820.0,55324171.0,541332.0,109024.0,53550161.0,2025,-5446443.0,4071075.0,,-4775395.0,,2025,ok,,2026-09-02T10:16:10
HAW,HAW.AX,Hawthorn Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Hawthorn Resources Limited engages in the exploration and development of mineral resources in Australia. The company explores for iron ore, gold, magnetite, lithium, nickel, copper, and other base metals. It holds a 70% interest in the Trouser Legs Mining Joint Venture Project, and a 37% interest in the Mt Bevan critical minerals project and 28% interest in the Mt Bevan magnetite project located in Central Yilgarn, Western Australia. The company also holds a 34% stake in a joint venture for the exploration and extraction of other critical minerals, including lithium, alongside Legacy Iron Ore Limited and Hancock Magnetite Holdings Pty Ltd. Hawthorn Resources Limited was incorporated in 1985 and is based in Melbourne, Australia.",,https://hawthornresources.com,Australia,Melbourne,VIC,0.084,28141312,335015613,99312028,39399,14445,-0.143,607470,-160102,1.0,-1.09943,-0.83788,11336973,0,0.71883005,0.0,,5647473.0,,5647473.0,-1192972.0,-1192972.0,-536992.0,2022,,2263488.0,2263488.0,15533098.0,13114088.0,,13893951.0,2024,-523952.0,,,-939381.0,,2024,ok,,2026-09-02T10:16:12
HCH,HCH.AX,Hot Chili Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Copper,copper,"Hot Chili Limited, together with its subsidiaries, operates as a mineral exploration company in Chile. The company explores for copper, gold, silver, and molybdenum deposits. Its flagship property is the Costa Fuego copper-gold project, which consists of the Productora, Cortadera, and San Antonio properties located south of the regional township of Vallenar in the Atacama region of Chile. Hot Chili Limited was incorporated in 2008 and is based in Applecross, Australia.",,https://www.hotchili.net.au,Australia,Applecross,WA,1.59,322613664,202901656,130912774,652721,337280,1.191,,-9074649,0.0,0.0,0.0,4624046,335693,0.25386,0.03192,,,,,-11356124.0,-12007599.0,-11137547.0,2025,,236356757.0,237852307.0,244804549.0,5189090.0,415299.0,217784746.0,2025,-23993752.0,31900000.0,,-30968145.0,,2025,ok,,2026-09-02T10:16:15
HFR,HFR.AX,Highfield Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Agricultural Inputs,agricultural-inputs,"Highfield Resources Limited, together with its subsidiaries, engages in the exploration and development of potash mines in Spain. Its potash projects are located in the Ebro potash producing basin in Northern Spain. The company's flagship property includes the Muga-Vipasca project that targets sylvinite beds in the Muga Project area, which covers an area of approximately 40 square kilometers located in the Provinces of Navarra and Aragón. It also holds interest in the Pintanos tenement area comprising three permits of Molineras 1, Molineras 2, and Puntarrón covering an area of 65 square kilometers; and the Sierra del Perdón tenement area includes three permits of Quiñones, Adiós, and Ampliación de Adiós covering an area of approximately 125 square kilometers located to southeast of Pamplona.Highfield Resources Limited was incorporated in 2011 and is headquartered in Pamplona, Spain.",16,https://www.highfieldresources.com.au,Spain,Pamplona,,0.02,9481541,474077043,283706666,731315,99119,1.667,80062,-9148702,1.0,-60.97712,0.0,3473945,45630476,0.15219,0.27212,,,,,-19784214.0,-10858406.0,-69796058.0,2025,,162353740.0,163105687.0,167713856.0,3473945.0,45630476.0,91870822.0,2025,-4009485.0,8001281.0,,-12626697.0,,2025,ok,,2026-09-02T10:16:18
